"location","source","target"
"103224356-0-38157","I disrupted the cultists' rituals and defeated Zandadunoz the Reborn. I should return to Orsinium and speak to Lilyameh.","Ho distrutto i rituali dei cultisti e sconfitto Zandadunoz il Rinato. Dovrei tornare ad Orsinium e parlare a Lilyameh."
"103224356-0-38101","I should deliver this meat to Bagrugbesh. She'll also want to hear how I dispatched the poachers.","Dovrei consegnare questa carne a Bagrugbesh. Vorrà anche sapere di come mi sono liberato dei bracconieri."
"103224356-0-37984","I must retrieve these unusual eggs and slay the hagraven, Kraala Birdsong.","Devo raccogliere queste strane uova e uccidere l'hagraven, Kraala Cinguettante."
"103224356-0-38006","I must collect some of this special durzog feed and slay the master durzog handler, Nikolvara the Durzog Trainer.","Devo raccogliere alcuni di questi pasti speciali per durzog ed uccidere il capo addestratore dei durzog, Nikolvara l'Addestratrice di Durzog."
"103224356-0-38008","The client, Arushna, might have some additional information on the task. Perhaps I should speak to her.","Il cliente, Arushna, potrebbe avere alcune informazioni aggiuntive sul lavoro. Forse dovrei parlarle."
"103224356-0-38343","I've placed my delivery of crafted goods into the crate. All that remains is to sign the manifest and take my reward.",""
"103224356-0-38407","The Violet Lamp are meeting with the conspirators. If I can spy on them, I may learn what's behind the threat to the Thieves Guild.","La Luce Viola si sta incontrando con i cospiratori. Se potessi spiarli, potrei scoprire cosa c'è dietro la minaccia alla Gilda dei Ladri."
"103224356-0-38340","This writ is from the Orsinium Civic Renewal and Vengeance Committee, needing more supplies but wishing to not shame their woodworkers. They need several Bows and Shields to outfit their warriors.","Questo mandato è del Comitato di Rinnovo Civico e Vendetta di Orsinium, che ha bisogno di altri rifornimenti ma non vuole mortificare i suoi falegnami. Hanno bisogno di svariati Archi e Scudi per bardare i loro guerrieri."
"103224356-0-38339","I've placed my delivery of crafted goods into the crate. All that remains is to sign the manifest and take my reward.",""
"103224356-0-38398","Now that I have a laborer disguise, I can catch up to Danni near Hiradirge.","Adesso che ho un travestimento da lavoratore, posso raggiungere Danni presso Hiradirge."
"103224356-0-38336","This writ is from the Orsinium Civic Renewal and Vengeance Committee, needing more supplies but wishing to not shame their woodworkers. They need several Inferno Staves, Ice Staves, and Lightning Staves to outfit their warriors.","Questo mandato è del Comitato di Rinnovo Civico e Vendetta di Orsinium, che ha bisogno di altri rifornimenti ma non vuole mortificare i suoi falegnami. Hanno bisogno di diversi Bastoni del Fuoco, Bastoni del Ghiaccio e Bastoni del Fulmine per equipaggiare i loro guerrieri."
"103224356-0-38331","This writ is from the Orsinium Civic Renewal and Vengeance Committee, needing more supplies but wishing to not shame their tailors. They need several Robes, Breeches, and Epaulets to outfit their warriors.","Questo mandato è del Comitato di Rinnovo Civico e Vendetta di Orsinium, che ha bisogno di altri rifornimenti ma non vuole mortificare i suoi sarti. Hanno bisogno di Vesti, Calzoni e Coprispalle per equipaggiare i loro guerrieri."
"103224356-0-38326","The Speaker is waiting to speak to me at the Sanctuary.",""
"103224356-0-38385","Silver-Claws knows of some individuals who may know more about the damaging rumors. He suggested I talk to them.","Artigli-Argentati sa di alcuni individui che potrebbero sapere di più sulle dicerie dannose. Mi ha suggerito di parlare con questi."
"103224356-0-38349","I've placed my delivery of crafted goods into the crate. All that remains is to sign the manifest and take my reward.",""
"103224356-0-38354","This writ is from the Orsinium Civic Renewal and Vengeance Committee, needing more supplies but wishing to not shame their alchemists. I've been tasked with creating an Essence of Health and acquiring some <<1>> in order to complete my contract.","Questo mandato è del Comitato di Rinnovo Civico e Vendetta di Orsinium, che ha bisogno di altri rifornimenti ma non vuole mortificare i suoi alchimisti. Mi è stato assegnato di creare un'Essenza di Vita e raccogliere alcuni <<1>> per poter completare il mio contratto."
"103224356-0-38313","I've placed my delivery of crafted goods into the crate. All that remains is to sign the manifest and take my reward.",""
"103224356-0-38377","Looks like we've found an exit! Hope it leads somewhere safe.","Sembra che ho trovato un'uscita! Spero conduca in un posto sicuro."
"103224356-0-38211","I tricked Narsis Dren into a sarcophagus. Now I should close the lid.","Ho ingannato Narsis Dren mandandolo dentro un sarcofago. Ora dovrei chiudere il coperchio."
"103224356-0-38650","Shalug handed me a map and some paint. I'm to travel to the Xs on the map and paint the Shark Teeth sigil so other pirates will see it, marking the grotto as controlled by the Shark's Teeth.","Shalug mi ha dato una mappa e della pittura. Devo andare alle X sulla mappa e dipingere il sigillo dei Denti di Squalo così che gli altri pirati lo vedano, marchiando la grotta come sotto il controllo dei Denti di Squalo."
"103224356-0-38541","While the Lamp Recorder is talking with the conspirators, I could plant the evidence Silver-Claws and I compiled somewhere the Recorder will find it.","Mentre il Lamp Recorder parla con i cospiratori, potrei mettere la prova che Artigli-Argentati ed io abbiamo preparato da qualche parte dove il Recorder la trovi."
"103224356-0-38480","If I plan to go through with the task, I need to first find a way inside Varo's estate.","Se voglio svolgere il compito, devo prima trovare una strada per entrare nella tenuta di Varo."
"103224356-0-38476","Kill Target Three",""
"103224356-0-38499","Lerisa and Andrya have been reunited. I should let them speak.","Lerisa e Andrya sono state riunite. Dovrei lasciarle parlare."
"103224356-0-38522","To reward me for helping her steal Qamar's stash and pay it back to him as a docking fee, Captain Jimila has promised to split the remaining gold. I must speak to her to receive my share.","Per ricompensarmi per averla aiutata a rubare il bottino di Qamar ripagandogli la tariffa di attracco con lo stesso, il Capitano Jimila ha promesso di dividere l'oro restante. Devo parlarle per ricevere la mia parte."
"103224356-0-38490","Lerisa disguised herself as an initiate and rescued Constable Merivus by removing me from the courtyard before I could kill him and the rest of his thugs. I should find out why she did that.","Lerisa si è travestita da iniziato e ha soccorso il Connestabile Merivus togliendomi dal cortile prima che potessi uccidere lui e il resto dei suoi scagnozzi. Devo scoprire perché l'ha fatto."
"103224356-0-38556","I've told Raynor where he'll be working. Now to tell Kireth about her new job.","Ho detto a Raynor dove lavorerà. Ora si va da Kireth a dirle del suo nuovo lavoro."
"103224356-0-38517","I convinced a Red Sail to reveal the location of Dockmaster Qamar's stash. It's hidden at the bottom of a cave outside Anvil.","Ho convinto un Vela Rossa a rivelare la posizione del bottino del Capitano di Porto Qamar. È nascosto al fondo di una caverna fuori Anvil."
"103224356-0-38520","I've slipped Captain Jimila Dockmaster Qamar's stolen stash of coin. Now to see how she ""negotiates"" with Qamar.","Ho sfilato al Capitano Jimila il bottino di monete rubato a Qamar. Vediamo ora come ""negozierà"" con Qamar."
"103224356-0-38518","I found a chest that no doubt belongs to Dockmaster Qamar. I must pick the lock before I can steal his stash.","I found a chest that no doubt belongs to Dockmaster Qamar. I must pick the lock before I can steal his stash."
"103224356-0-38832","Glirion the Redbeard is waiting to speak to me once again in my alliance capital.","Glirion Barbarossa sta aspettando di parlarmi nuovamente nella mia capitale dell'alleanza."
"103224356-0-38877","An ethical thief, Quen insists on no killing when we reach the Fultstrom Homestead. She just wants my help breaking-and-entering. We need to take a boat to get there.",""
"103224356-0-38875","Quen's arranged passage to the heist's location. She says she'll meet me at the docks.",""
"103224356-0-38704","We must travel to the Temple of Seven Riddles to discover the fate of Bakhum's beloved, albeit distant relation.","We must travel to the Temple of Seven Riddles to discover the fate of Bakhum's beloved, albeit distant relation."
"103224356-0-38796","Glirion is waiting to speak to me once again in my alliance capital.",""
"103224356-0-37617","I dealt with the Vosh Rakh soldiers sent by King Kurog to attack High Priestess Solgra. I should talk to her and make sure she's all right.",""
"103224356-0-37581","I'm in the temple but all I see are a few priests. I should ask them where High Priestess Solgra is so I can get to her before Kurog's soldiers.","Sono nel tempio ma tutto quel che vedo sono solo alcuni preti. Dovrei chiedergli dove sia l'Alta Sacerdotessa Solgra per arrivare da lei prima dei soldati di Kurog."
"103224356-0-37616","The priests explained that the soldiers chased High Priestess Solgra and Eveli upstairs and out of the temple. I need to catch up with them before something terrible happens.","I preti hanno spiegato che i soldati hanno inseguito l'Alta Sacerdotessa Solgra ed Eveli su per le scale e fuori dal tempio. Devo raggiungerli prima che avvenga qualcosa di terribile."
"103224356-0-37580","I need to get to the temple and protect High Priestess Solgra from Kurog's Vosh Rakh soldiers.","Devo arrivare al tempio e proteggere l'Alta Sacerdotessa Solgra dai soldati Vosh Rakh di Kurog."
"103224356-0-37622","I should return to the temple and check on High Priestess Solgra.","Dovrei tornare al tempio per avere notizie dell'Alta Sacerdotessa Solgra."
"103224356-0-37471","I brought <<1>> what she wanted. I should speak with her.",""
"103224356-0-37452","I have the ingredients <<1>> requested. I should bring them to her.",""
"103224356-0-37782","Chief Bazrag asked me to deliver these letters to our allies and a few of his old friends, inviting them to attend Kurog's funeral.","Capo Bazrag mi ha chiesto di consegnare queste lettere ai nostri alleati e ad alcuni dei suoi vecchi amici, invitandoli a presenziare al funerale di Kurog."
"103224356-0-37912","Someone must be interested in buying the whistle I found at Nikolvara's Kennel. I should go to Orsinium and see if I can locate a buyer.","Qualcuno ci dev'essere interessato a comprare il fischietto che ho trovato al Canile di Nikolvara. Dovrei andare ad Orsinium e vedere se riesco a trovare un compratore."
"103224356-0-38110","I recovered Cirantille's book and killed Mad Urkazbur. I should return to Orsinium and inform Cirantille of my success.","Ho recuperato il libro di Cirantille ed ucciso Urkazbur il Pazzo. Dovrei tornare ad Orsinium ed informare Cirantille del mio successo."
"103224356-0-38165","Apparently, a Khajiit named Birkhu the Bold knows a great deal about these Dwarven machines. Perhaps I should speak with him before I leave.","Apparentemente, un Khajiit di nome Birkhu l'Audace sappia molte cose di queste macchine Naniche. Forse dovrei parlargli prima di andarmene."
"103224356-0-38376","Looks like something broke in the wall between the catacombs and the Nord's cellar. Better find a way out.","Looks like something broke in the wall between the catacombs and the Nord's cellar. Better find a way out."
"103224356-0-38614","Nothing went right on that job. Quen doesn't seem too happy with Walks-Softly, even though he rescued us. I need to talk to him.","Nothing went right on that job. Quen doesn't seem too happy with Walks-Softly, even though he rescued us. I need to talk to him."
"103224356-0-38651","I've painted the Shark Teeth log across the grotto, which should please Shalug. She owes me some gold for my trouble and it's time to collect.","I've painted the Shark Teeth log across the grotto, which should please Shalug. She owes me some gold for my trouble and it's time to collect."
"103224356-0-38795","Glirion is waiting to speak to me once again in my alliance capital.","Glirion sta aspettando di parlarmi nuovamente nella mia capitale dell'alleanza."
